一 十	0.8490266180213782	0.0,1.3149908962168722E-4,0.0,1.8286311389759666E-4,3.827704370638053E-4,1.7021276595744682E-4,1.617773943054357E-4,0.0,7.477906186267845E-4,0.0,1.8903591682419658E-4,5.045821864048906E-4,0.0,0.0,0.0,0.0,3.339147383310221E-4,8.927793908712683E-4,3.6570225548491087E-4,0.0,1.3371734211067686E-4,5.709277820066269E-4,4.4093036191335066E-4,4.515648495005299E-4,1.3799901429275505E-4,7.372063896422787E-4,1.1803588290840415E-4,3.7648372154795885E-4,0.0,4.0148587620088825E-4,7.832202289146118E-4,7.45556708935237E-4,4.7604748179424974E-4,6.680464904962744E-4,7.410768704484679E-4,2.1794511067902786E-4,7.083390639792879E-4,0.0013294911966961686,7.619065009388047E-4,0.0012079488796302791,6.033491304491082E-4,1.617470535619111E-4,3.402239379448859E-4,5.123471184394657E-4,0.0,0.0,0.0,0.0,0.0,0.0	0.0,1.3,0.0,0.7,1.3,0.4,1.5,0.0,1.1,0.0,0.4,2.7,0.0,0.0,0.0,0.0,2.9,8.4,1.5,0.0,1.3,8.6,8.3,1.1,1.4,8.2,1.0,2.5,0.0,22.2,27.5,39.2,18.5,46.3,18.7,6.1,101.4,171.6,84.1,93.8,45.4,69.8,394.3,88.6,0.0,0.0,0.0,0.0,0.0,0.0
一 千	0.910058951215112	0.0,0.0,0.0,0.0,1.8083182640144665E-4,0.0,0.0,0.0,3.399048266485384E-4,0.0,0.0,3.15059861373661E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.813176273365508E-4,1.2751849018107625E-4,4.4340151010246293E-4,1.3985896150508465E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1,15.5,35.3,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一 句子	0.9999999999999996	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4147606696533836E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一 名	0.9938377019729356	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2170385395537525E-4,0.0,0.0,1.5543034777540317E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一 四	0.9511243522514644	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3629489603024575E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.334321719792439E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一 年	0.8718563490488875	0.0,1.1126846044911996E-4,0.0,1.0449320794148382E-4,7.84213196536053E-4,0.0,0.0,0.0,5.438477226376614E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.474500207994441E-4,4.071026449820301E-4,2.377497477972679E-4,0.0,6.219498902525835E-4,0.0,5.316336454958676E-4,3.381923187503998E-4,3.669194012511045E-4,1.0752206442363694E-4,1.41643059490085E-4,3.6260880212627246E-4,1.9469682922306696E-4,5.972897761070321E-4,0.0011942766429426546,0.0012572844667017836,6.388214060582691E-4,3.1618511078329266E-4,8.013017483396515E-4,1.7393003713113154E-4,0.001145102361754666,0.001086707159660651,9.227214403218113E-4,8.981227997422828E-4,9.383336009461344E-4,3.529771748236272E-4,8.798987586789008E-4,0.001161246655522917,1.0829586639678531E-4,0.0,0.0,0.0,0.0,0.0	0.0,1.1,0.0,0.4,1.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.5,1.8,0.0,6.0,0.0,7.6,2.6,1.8,2.4,1.2,1.8,6.3,36.8,46.7,81.8,47.7,15.9,36.1,17.8,172.9,134.8,100.7,60.1,55.1,111.1,776.0,358.0,290.2,0.0,0.0,0.0,0.0,0.0
一 方面	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0694453965860013E-4,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0
一 月	0.998193421215512	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0732172668733605E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.362066449384638E-4,1.2940330697340044E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一 株	1.0	0.0,0.0,0.0,0.0,1.2055455093429776E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一 法	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4177693761814746E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
